amazon_category_and_sub_category,description
Characters & Brands > Disney > Toys,product description big hero   is   american   computer animatedsuperhero comedy film produced by walt disney animation studios and released by walt disney pictures  it is the film in the walt disney animated classicsseries  and is inspired by the marvel comics superhero team of the same name   directed by don hall andchris williams  the film tells the story of young robotics prodigy named hiro hamada who forms superhero team to combat masked villain  the film features the voices of scott adsit  ryan potter  daniel henney  t   miller  jamie chung  damon wayans  jr   genesis rodriguez  alan tudyk  james cromwell  and maya rudolph  box contains x pop  vinyl big hero hiro hamada
Figures & Playsets > Accessories,product description the trash pack are surprise you will love to find in any garbage bin  collectable trashies are the grossest monsters in town with over to collect you will have hours of fun with this gross gang and all your friends  your trashies are split into uber cool gross gangs the grubz  hard rubbish  bin sect  bin critters  bin monsters and bin fections plus loads of cool top secret limited editions  every trashie has different rarity common  rare  ultra rare and limited edition the rarest of the rare even glow in the dark  pick up the trash germs with the all new trash pack sewer truck  suck  em up in the vacuum and dump them into the decontaminate chamber… release the germs once they ve been sterilised  with sewer truck and two exclusive trashies in this pack  it the most sick vehicle yet  suitable for ages and above  contents  sewer truck  exclusive trashies  small bins  box contains the trash pack sewer truck
Figures & Playsets > Accessories,"product description with the next epic chapter in the halo video game saga set to release this fall  halo  guardians series action figures will launch with an incredible cast of characters  the series will include our returning hero  the master chief  rising star in the unsc ranks spartan locke  as well as some exciting new and returning characters from the halo universe tying directly into the halo  guardians gameplay  each figure will be packaged with downloadable code for in game content  many of these ""classified"" characters have yet to be revealed  so we can even share the smallest of details  box contains moving parts magnum handgun assault rifle downloadable in game code"
Figures & Playsets > Accessories,product description it the texas chainsaw massacre figures  clothed retro action doll anniversary leatherface  get your retro fix with this brand new version of leatherface in his classic outfit from the original film  this poseable  figure is dressed in tailored fabric clothing similar to the retro toy lines that helped define the licensed action figure market in the s  leatherface is wearing his button down shirt  necktie  jeans  boots and apron  he comes complete with his trusty chainsaw and mallet  blister card packaging with removable protective clamshell  box contains x neca texas chainsaw massacre clothed figurea leatherface pretty lady mask dinner jacket
Figures & Playsets > Accessories,"product description t  the extra terrestrial  often referred to simply as t is   american science fiction family film co produced and directed by steven spielberg and written by melissa mathison  featuring special effects by carlo rambaldi and dennis muren  and starring henry thomas  dee wallace  robert macnaughton  drew barrymore and peter coyote  it tells the story of elliott  thomas a lonely boy who befriends an extraterrestrial  dubbed ""e ""  who is stranded on earth  he and his siblings help it return home while attempting to keep it hidden from their mother and the government  box contains pop  vinyl  t elliott"
Characters & Brands > Disney > Toys,colour name mickey mouse brio mission is to contribute to child development by offering good toys that stimulate the mind through play  thanks to in depth expertise  brio develops toys that always generate joy  while satisfying the child needs in various phases of development  brio is reliable  partner  for parents  the signature material that most of brio toys are made from  and will always be made from  is wood  the new classics are wooden toys  with some plastic parts  in new  modern design  with the same possibility of being handed down through generations as brio old favourites  brio pays attention to every detail through the design process and has always been dedicated to creating products that add extra play value  encourage learning and develop fine motor skills
Dolls & Accessories > Teddybears,here we have large  ventriloquist puppet named norton  with hand operated moving mouth you also receive velcro rod which can be used to move either hand  made to high standard our puppets are great for storytelling and bringing your imagination to life  entertain your family and friends by having your puppet; wave  say hello  nod  become shy  laugh and even give bow all it takes is bit of practise puppets are great educational tool for playgroups and schools helping to make learning fun and exciting suitable for children ages and up including those of us young at heart  sold to you by s puppets co uk  please note delivery is only available in the uk  we do not ship outside of the uk  please see our other listings as we have lots of different puppets that may catch your eye
Dolls & Accessories > Teddybears,product description providing young children with hours of fun  children and adults are facinated and enchanted by the magic of puppetry and the mystical puppets from the puppet company take the art to whole new dimension  puppets encourage children to be creative  use their imagination to tell exciting stories  to bring fairy tales to life  to entertain and to have fun  the puppet company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal  bird or character into beautiful puppet  this glove puppet is perfect for using with young children and is designed to fit an adult hand  box contains x glove x song sheet
Dolls & Accessories > Teddybears,product description providing young children with hours of fun  children and adults are facinated and enchanted by the magic of puppetry and the mystical puppets from the puppet company take the art to whole new dimension  puppets encourage children to be creative  use their imagination to tell exciting stories  to bring fairy tales to life  to entertain and to have fun  the puppet company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal  bird or character into beautiful puppet  this  time for stories puppet  is ideal for use by both children and adults  box contains x puppet
Dolls & Accessories > Teddybears,product description providing young children with hours of fun  children and adults are facinated and enchanted by the magic of puppetry and the mystical puppets from the puppet company take the art to whole new dimension  puppets encourage children to be creative  use their imagination to tell exciting stories  to bring fairy tales to life  to entertain and to have fun  the puppet company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal  bird or character into beautiful puppet  this  time for stories puppet  is ideal for use by both children and adults  box contains x puppet
Dolls & Accessories > Teddybears,product description “five little ducks went swimming one day  over the hills and far away  mummy said “quack  quack  come back”  but only four little ducks came back”  this hand puppet allows you to act out children’s favourite songs and nursery rhymes  children and adults alike are fascinated and enchanted by the magic of puppetry  and the mystical puppets from the puppet company take the art to whole new dimension  puppets encourage children to be creative  use their imagination to tell exciting stories  to bring fairy tales to life  to entertain and to have fun  the puppet company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal or character into beautifully made and well functioning puppet  box contains x glove puppet
Dolls & Accessories > Teddybears,product description look who poked his head up for some sunshine  marvellous marmot  the groundhog puppet has great expressive face with movable mouth and front paws  an excellent burrower  he can be helpful garden pal  ideal for use in interactive stage and puppet theatre  folkmanis puppets are also great for teaching  day care  school  pretend play  games and parties  or to pair with book for storytelling  easy to feed and care for  just add lots of love and snuggly fun  box contains x groundhog puppet
Dolls & Accessories > Teddybears,here we have large  ventriloquist puppet named purple huggy  with hand operated moving mouth you also receive velcro rod which can be used to move either hand  made to high standard our puppets are great for storytelling and bringing your imagination to life  entertain your family and friends by having your puppet; wave  say hello  nod  become shy  laugh and even give bow all it takes is bit of practise puppets are great educational tool for playgroups and schools helping to make learning fun and exciting suitable for children ages and up including those of us young at heart  sold to you by s puppets co uk  please note delivery is only available in the uk  we do not ship outside of the uk  please see our other listings as we have lots of different puppets that may catch your eye
Dolls & Accessories > Teddybears,product description this thirty eight centimetre long glove puppet is great for play or for puppet performances  made of high quality material  with excellent attention to details in the construction the animal will be firm favourite  the mouth and paws are movable  children and adults alike are fascinated and enchanted by the magic of puppetry  and the mystical puppets from the puppet company take the art to whole new dimension  puppets encourage children to be creative  use their imagination to tell exciting stories  to bring fairy tales to life  to entertain and to have fun  the puppet company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal or character into beautifully made and well functioning puppet  box contains x long sleeved glove puppet
Dolls & Accessories > Teddybears,product description this thirty eight centimetre long glove puppet is great for play or for puppet performances  made of high quality material  with excellent attention to details in the construction the animal will be firm favourite  the mouth and paws are movable  children and adults alike are fascinated and enchanted by the magic of puppetry  and the mystical puppets from the puppet company take the art to whole new dimension  puppets encourage children to be creative  use their imagination to tell exciting stories  to bring fairy tales to life  to entertain and to have fun  the puppet company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal or character into beautifully made and well functioning puppet  box contains x long sleeved glove puppet
Dolls & Accessories > Teddybears,product description this thirty eight centimetre long glove puppet is great for play or for puppet performances  made of high quality material  with excellent attention to details in the construction the animal will be firm favourite  the mouth and paws are movable  children and adults alike are fascinated and enchanted by the magic of puppetry  and the mystical puppets from the puppet company take the art to whole new dimension  puppets encourage children to be creative  use their imagination to tell exciting stories  to bring fairy tales to life  to entertain and to have fun  the puppet company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal or character into beautifully made and well functioning puppet  box contains x long sleeved glove puppet
Dolls & Accessories > Teddybears,product description conduct your very own shadow puppet show with this beautiful set of shadow puppets from moulin roty  just add lamp and let the storytelling begin  shadow puppet theatre and other shadow puppet sets are available from the ‘les petites merveilles’ range  moulin roty has been producing iconic french toys for over thirty five years  and continues to go from strength to strength in terms of popularity  quality and imagination  although vintage and delicate in style each toy is highly crafted and produced to high specification to withstand rougher play  the attention to detail on each toy is second to none  the looks of surprise  joy or mischief on each face could almost make you believe that toys do live and the ethereal  fantastical world of moulin roty does come to life when your back is turned  one thing we do know for sure is that moulin roty has delighted children and adults for years and will continue to do so  with its magical characters  clever and witty design and wry sense of humour these toys are timeless  box contains x assorted shadow puppets
Dolls & Accessories > Teddybears,product description this twenty five centimetre high glove puppet friend is perfect for play or for puppet theatre  children and adults alike are fascinated and enchanted by the magic of puppetry  and the mystical puppets from the puppet company take the art to whole new dimension  puppets encourage children to be creative  use their imagination to tell exciting stories  to bring fairy tales to life  to entertain and to have fun  the puppet company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal or character into beautifully made and well functioning puppet  box contains x glove puppet
Dolls & Accessories > Teddybears,product description this thirty eight centimetre long glove puppet is great for play or for puppet performances  made of high quality material  with excellent attention to details in the construction the animal will be firm favourite  the mouth and paws are movable  children and adults alike are fascinated and enchanted by the magic of puppetry  and the mystical puppets from the puppet company take the art to whole new dimension  puppets encourage children to be creative  use their imagination to tell exciting stories  to bring fairy tales to life  to entertain and to have fun  the puppet company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal or character into beautifully made and well functioning puppet  box contains x long sleeved glove puppet
Dolls & Accessories > Teddybears,product description this twenty five centimetre high glove puppet friend is perfect for play or for puppet theatre  children and adults alike are fascinated and enchanted by the magic of puppetry  and the mystical puppets from the puppet company take the art to whole new dimension  puppets encourage children to be creative  use their imagination to tell exciting stories  to bring fairy tales to life  to entertain and to have fun  the puppet company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal or character into beautifully made and well functioning puppet  box contains x glove puppet
Dolls & Accessories > Teddybears,product description providing young children with hours of fun  children and adults are facinated and enchanted by the magic of puppetry and the mystical puppets from the puppet company take the art to whole new dimension  puppets encourage children to be creative  use their imagination to tell exciting stories  to bring fairy tales to life  to entertain and to have fun  the puppet company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal  bird or character into beautiful puppet  the large primate is ideal for use by both children and adults  box contains x puppet
Dolls & Accessories > Teddybears,product description this thirty eight centimetre long glove puppet is great for play or for puppet performances  made of high quality material  with excellent attention to details in the construction the animal will be firm favourite  the mouth and paws are movable  children and adults alike are fascinated and enchanted by the magic of puppetry  and the mystical puppets from the puppet company take the art to whole new dimension  puppets encourage children to be creative  use their imagination to tell exciting stories  to bring fairy tales to life  to entertain and to have fun  the puppet company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal or character into beautifully made and well functioning puppet  box contains x long sleeved glove puppet
Dolls & Accessories > Teddybears,product description this thirty eight centimetre long glove puppet is great for play or for puppet performances  made of high quality material  with excellent attention to details in the construction the animal will be firm favourite  the mouth and paws are movable  children and adults alike are fascinated and enchanted by the magic of puppetry  and the mystical puppets from the puppet company take the art to whole new dimension  puppets encourage children to be creative  use their imagination to tell exciting stories  to bring fairy tales to life  to entertain and to have fun  the puppet company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal or character into beautifully made and well functioning puppet  box contains x long sleeved glove puppet
Dolls & Accessories > Teddybears,product description providing young children with hours of fun  children and adults are facinated and enchanted by the magic of puppetry and the mystical puppets from the puppet company take the art to whole new dimension  puppets encourage children to be creative  use their imagination to tell exciting stories  to bring fairy tales to life  to entertain and to have fun  the puppet company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal  bird or character into beautiful puppet  this giant blue and gree emu is ideal for use by both adults and children box contains x puppet
Dolls & Accessories > Teddybears,raaah  big  bright  hairy and loud just like any good monster should be  this fifty centimetre high glove puppet has fully mobile mouth with loud squeak for voice  excellent for play or puppet theatre  children and adults alike are fascinated and enchanted by the magic of puppetry  and the mystical puppets from the puppet company take the art to whole new dimension  puppets encourage children to be creative  use their imagination to tell exciting stories  to bring fairy tales to life  to entertain and to have fun  the puppet company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal or character into beautifully made and well functioning puppet
Dolls & Accessories > Teddybears,product description providing young children with hours of fun  children and adults are facinated and enchanted by the magic of puppetry and the mystical puppets from the puppet company take the art to whole new dimension  puppets encourage children to be creative  use their imagination to tell exciting stories  to bring fairy tales to life  to entertain and to have fun  the puppet company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal  bird or character into beautiful puppet  this baby chimp is ideal for use by both adults and children box contains x puppet
Dolls & Accessories > Teddybears,product description use this twenty eight centimetre high glove puppet to help children understand the role of people that help them in life  this nurse puppet is excellent for role play or puppet theatre  children and adults alike are fascinated and enchanted by the magic of puppetry  and the mystical puppets from the puppet company take the art to whole new dimension  puppets encourage children to be creative  use their imagination to tell exciting stories  to bring fairy tales to life  to entertain and to have fun  the puppet company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal or character into beautifully made and well functioning puppet  box contains x hand puppet
Dolls & Accessories > Teddybears,product description squeak  squeak  this long sleeved sockette glove puppet is brightly coloured  loud character  excellent for play or puppet theatre  children and adults alike are fascinated and enchanted by the magic of puppetry  and the mystical puppets from the puppet company take the art to whole new dimension  puppets encourage children to be creative  use their imagination to tell exciting stories  to bring fairy tales to life  to entertain and to have fun  the puppet company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal or character into beautifully made and well functioning puppet  box contains x glove puppet
Dolls & Accessories > Teddybears,product description providing young children with hours of fun  children and adults are facinated and enchanted by the magic of puppetry and the mystical puppets from the puppet company take the art to whole new dimension  puppets encourage children to be creative  use their imagination to tell exciting stories  to bring fairy tales to life  to entertain and to have fun  the puppet company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal  bird or character into beautiful puppet  this  time for stories puppet  is ideal for use by both children and adults  box contains x puppet
Dolls & Accessories > Teddybears,product description use these twenty eight centimetre high glove puppets to help children understand the role of people that help them in life  includes doctor  nurse  farmer  fireman  policeman  policewoman  zoo keeper  lollipop man and postman  excellent for role play or puppet theatre  children and adults alike are fascinated and enchanted by the magic of puppetry  and the mystical puppets from the puppet company take the art to whole new dimension  puppets encourage children to be creative  use their imagination to tell exciting stories  to bring fairy tales to life  to entertain and to have fun  the puppet company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal or character into beautifully made and well functioning puppet  box contains x hand puppets
Dolls & Accessories > Teddybears,product description this thirty eight centimetre long glove puppet is great for play or for puppet performances  made of high quality material  with excellent attention to details in the construction the animal will be firm favourite  the mouth and paws are movable  children and adults alike are fascinated and enchanted by the magic of puppetry  and the mystical puppets from the puppet company take the art to whole new dimension  puppets encourage children to be creative  use their imagination to tell exciting stories  to bring fairy tales to life  to entertain and to have fun  the puppet company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal or character into beautifully made and well functioning puppet  box contains x long sleeved glove puppet
Dolls & Accessories > Teddybears,product description this thirty eight centimetre long glove puppet is great for play or for puppet performances  made of high quality material  with excellent attention to details in the construction the animal will be firm favourite  the mouth and paws are movable  children and adults alike are fascinated and enchanted by the magic of puppetry  and the mystical puppets from the puppet company take the art to whole new dimension  puppets encourage children to be creative  use their imagination to tell exciting stories  to bring fairy tales to life  to entertain and to have fun  the puppet company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal or character into beautifully made and well functioning puppet  box contains x long sleeved glove puppet
Dolls & Accessories > Teddybears,"product description princess role play childs hand puppet by melissa doug  name  princess catherine castlehoff nickname  chatterhoff interesting fact  unlike other princesses  who do not like living in tower  catherine loves it  she enjoys the advantage of receiving good mobile phone reception  princess catherine castlehoff is regally dressed in purple and gold  this unique royal puppet features elegant hand detailing and materials carefully crafted for years of pretend play  puppets help teach manual dexterity  hand eye co ordination and speech development  encourage creative expression and imaginative play  why not  ask the child to give the puppet name and introduce it? ask the puppet questions and have the child answer them in unique puppet voice? create story line or scene that the child can act out with his  her puppet? assist the child in using the removable hand operated rod? dimensions ""  x   x x  assembled  recommended ages + years  see our other store items for more hand puppet designs  manufacturer description princess catherine castlehoff is regally dressed in purple and gold  this unique royal puppet features elegant hand detailing and materials carefully crafted for years of pretend play"
Dolls & Accessories > Teddybears,product description providing young children with hours of fun  children and adults are facinated and enchanted by the magic of puppetry and the mystical puppets from the puppet company take the art to whole new dimension  puppets encourage children to be creative  use their imagination to tell exciting stories  to bring fairy tales to life  to entertain and to have fun  the puppet company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal  bird or character into beautiful puppet  this  time for stories puppet  is ideal for use by both children and adults
Die-Cast & Toy Vehicles > Toy Vehicles & Accessories > Scaled Models > Vehicles,product description collectible die cast scale model replica cat track type tractor  any budding construction worker would love this tractor  hydraulic ripper at the front raises and lowers  dozer blades raise and lower  also tilts backwards and forwards  moveable tracks  enclosed cab with interior detail  manufacturer description caterpillar track type tractora die cast model in   scale of the track type tractor with moveable tracks and tools  manufacturer recommended age years  see all product description
Die-Cast & Toy Vehicles > Toy Vehicles & Accessories > Scaled Models > Vehicles,corgi scania  face lift  super curtainside trailer  eddie stobart  carlisle   scale diecast manufacturers description  in the eddie stobart built its high profile brand based on the courtesy of its drivers  the quality of its fleet and exceptional service  these benchmark standards remain intact  but stobart also understands the customer service  employment practices and environmental challenges that face modern businesses today  over the last few years the group has evolved beyond its position as an independent road transport and logistics business to leading uk provider of multinational transport and logistics solutions  under new regulations  eddie stobart has introduced new high volume envirotrailer to its ever expanding fleet to help boost the economy  cut congestion and slash carbon emissions from the haulage industry  the eco trailer is being operated under vehicle special order as part of the department for transport   year trial of semi trailers that are one and two metres longer than the then maximum length of   metres  the extended trailers allow operators to carry higher volumes of goods but still meet the current regulations with regard to maximum permitted weights and turning circles  the first uk delivery utilised   metre trailer with two steering rear axles providing impressive manoeuvrability and less wear and tear to the uk road network  the trailer was packed with retail cages and demonstrated  increase in payload allowing for the number of trucks on uk roads to be decreased  this model features the newly tooled super curtainside trailer  please note that this item is not intended to be toy  this item is for collectors  minimum age recommended
Die-Cast & Toy Vehicles > Toy Vehicles & Accessories > Scaled Models > Vehicles,product description diecast model of   scale lamborghini murcielago fia gt championship car  this hugely detailed model features meticulously detailed exterior of the murcielago  modified with extra aerodynamic parts for competition  the body is adorned with authentic race decals  accurately applied using the tampo print process  its doors  front and back all open  revealing glimpse at the highly detailed interior sections  diecast lamborghini murcielago fia gt   scale electrostatic paint coating tampo print decals authentic race details across body opening doors  hood and back extremely detailed interior and exterior box contains tobar   lamborghini murcielago fia gt
Die-Cast & Toy Vehicles > Toy Vehicles & Accessories > Scaled Models > Vehicles,we are delighted to announce that the thirteenth model to be released in ixo la storia collection is the   driven by jacky ickx to place in the french gp at rouen  the replica has been produced from brand new tooling with extensive hand finishing  and comes presented in delightful book style luxury packaging  this fantastic model has been accurately produced as faithful replica of the original vehicle  ixo concentrate their efforts in producing models in   scale only and offer excellent value for money in this scale  this model is part of ixo la storia collection which will include ferrari replicas in   not all of these have yet been released models in this collection are beautifully presented in book style tin which we think looks great when collected together  this ixo model will make great gift or great addition to your collection
Die-Cast & Toy Vehicles > Toy Vehicles & Accessories > Scaled Models > Vehicles,bedford ob coach wallace arnold wallace arnold was founded in by mr wallace cunningham and mr arnold crowe  until its merger in with shearings  the company was one of the most famous and prolific coach operators in the uk  being seen at many seaside resort during the summer months  especially on the north east coast of england  from its base in leeds  following the merger  the new company became known as a shearings but two years later wa was dropped to merely shearings holidays  this model  registered gwx  features lot of silver etching and masking operations for its size
Die-Cast & Toy Vehicles > Toy Vehicles & Accessories > Scaled Models > Vehicles,daf in bright red and white with universally recognised parcelforce graphics  registered mju from  the vehicle is decorated in post office red with silver roof  black chassis and grey bumpers to the front and rear  the front wheel arches are also grey  the remainder of the exterior trim is also finished in black  the colour chosen for the interior as well  the parcelforce worldwide graphics incorporating the four points of the compass logo are printed on both the sides and rear of the trailer in white and the printing also features on the front of the aerofoil above the cab window  resulting in most realistic model
Die-Cast & Toy Vehicles > Toy Vehicles & Accessories > Scaled Models > Vehicles,product description collect them all  taxis released every three months right through to the london olympic games in each box features;did you know?facts about the featured sportofficial featured sport pictogramcollection series numberdifferent competitors use bicycles  tricycles  tandems and handcycles  and are grouped according to their functional ability and compete under the same rules as their olympic games counterparts regent’s park  home of london zoo and the open air theatre will provide the setting for the finish of the road cycling events of the games  box contains x die cast model
Die-Cast & Toy Vehicles > Toy Vehicles & Accessories > Scaled Models > Vehicles,the first release of the edsel citation from our brand new range of   scale classic american cars  this model is replica of the two door hardtop version  finished in gleaming black with bright red roof and fins  with mass of contrasting silver trim  registered in california as cqb  the edsel sports black interior  silver and black white wall tyres and black chassis  the edsel badge sits proudly on the bonnet with the edsel marque printed vertically down the centre of the silver radiator grille  the name is also repeated in silver along the red fins to each side of the car  the silver and black spare wheel sits above the bumper to the outside of the boot  along with the rear number plate
Die-Cast & Toy Vehicles > Toy Vehicles & Accessories > Scaled Models > Vehicles,product description corgi are proud to introduce the first and only die cast collection to be inspired by the london olympic and paralympic games  which we hope becomes lasting legacy of monumental moment in sporting history  whether it is high end  authentically detailed limited edition piece or the start of multi piece ‘collect them all’ series  there is something here for everyone the revolutionary modeled here was designed  developed and built in  it’s iconic redecessor  the austin was produced between  the year of the last olympics to be hosted in london  and  the famous ‘black cab’ is universally recognised as symbol of london  the name taxi derives from the taximeter  the instrument which measures the distance travelled or the time taken  thus allowing an accurate fare to be determined  this device was invented in by wilhelm bruhn  box contains x die cast vehicle
Die-Cast & Toy Vehicles > Toy Vehicles & Accessories > Scaled Models > Vehicles,"the two face car takes on the personality of its owner by its half normal and half acid etched textured appearance  look under the opening to see the half and half textured engine live the batman experience with corgi line of dc comics batman vehicles from the past decades  this series of   die cast collectible vehicles with unique action features are ""must have"" for comic book fans and collectors world wide  this series was released in by corgi and have been out of production for several years  ages and up"
Die-Cast & Toy Vehicles > Toy Vehicles & Accessories > Scaled Models > Vehicles,"product description this medium armoured fighting vehicle  of which were built from  was the main combat vehicle and armoured personnel carrier of the german mechanised infantry in the second world war  the sd kfz   type  so called ""flame thrower""  was equipped with two lateral mm flame thrower and two mg  flammable oil was pumped through spray nozzles and ignited  the flames had maximum range of m  box contains x revell   scale sd kfz  ausf  instruction manual"
Die-Cast & Toy Vehicles > Toy Vehicles & Accessories > Scaled Models > Vehicles,following the recent introduction of   scale version of the messerschmitt bubble car here at oxford  we now follow through with an equally detailed  newly tooled version in   scale  the messerschmitt  kabinenroller or cabin scooter  was three wheeled bubble car  designed by german aircraft engineer fritz fend and produced in the messerschmitt aircraft factory in regensburg  germany  introduced in  between then and when production ceased  approximately   rolled out of the factory  the oxford replica features hard top rather than the soft top version  the car was designed so that the driver and passenger  riding tandem  got in through canopy door which was hinged on the right side of the vehicle  the door included the windshield and window frames which then closed as monocoque construction over the top of the occupants and was secured on the left hand side  the steering wheel bar was like that in an aircraft and was much more responsive than comparable cars of its time  the engine comprised   cc single cylinder stroke model which was set in front of the rear wheel and behind the passenger seat  there is still lot of interest in this unusual automobile nicknamed  schmitt  today  with enthusiasts all over the world willing to pay over   euros for one  against its original  euros our model is moderately priced in comparison and comes in bright red with clear roof  bubble black chassis and interior floor; bright red dashboard and seating  because the roof opens  the interior is particularly well detailed featuring chrome dashboard panels and steering wheel  there is lot of chrome silver trim on the exterior too  including the hubcaps  the model has uk registration plate cd  emphasising the fact that the tandem format of the driver and passenger seats made the left hand  right hand drive mechanical adjustments unnecessary
Die-Cast & Toy Vehicles > Toy Vehicles & Accessories > Scaled Models > Vehicles,product description one of the largest users of queen mary’s as staff buses was the british shoe corporation in leicester  in the then foreman  an ex southdown employee  recommended that the company purchase excellently maintained buses which had served his previous employer  leyland titan   kuf became the company’s first staff bus  from a start was made to replace the original fleet with queen marys  the first to arrive were   and  by the mid an all mary fleet was operated and towards the end of the decade newer fleet of queen mary’s replaced the original buses every model in the original omnibus company is recreated in   scale and includes numbered  limited edition certificate  the range includes both modern and classic buses and coaches from some of the best known british manufactures and operators  box contains x diecast x numbered certificate
Die-Cast & Toy Vehicles > Toy Vehicles & Accessories > Scaled Models > Vehicles,in the early thirties  there were two big names in motorcycle racing which competed with one another on the american tracks; they were harley davidson and indian  at this time  the sportiest bike in the indian range  with top speed of around and good handling  was the scout  in  the company introduced the sport scout  which was pretty much just an improved version of the standard scout model  with heavier and stronger frame for racing  in  ed kretz  who dominated racing stateside for almost decade  won the inaugural daytona on sport scout  in  indian came out with its plunger rear frame and the famous skirted fender  at the same time  the sport scout got lot more finning  to cope with the extra heat that was generated by hauling around the extra weight  it is   model that minichamps has elected to make and we cant disagree with their decision  its great looking bike and truly significant indian it has to be said that were quite impressed with minichamps  indian sport scout  it may not be the heaviest diecast bike weve handled  with more plastic parts than metal ones  but the detail is all there  we like the front suspension with its girder forks and large single spring  the plunger frame  the suspended saddle  the intricately spoked wheels and the skirted front fender  the instruments  the gear change mechanism and the assortment of rods and cables are also rather splendid  this is number in minichamps classic bike collection
Die-Cast & Toy Vehicles > Toy Vehicles & Accessories > Scaled Models > Vehicles,product description diecast model of the   scale ferrari fiorano  both lighter and more powerful than the standard  the car was unveiled in by michael schumacher himself  this model faithfully recreates all of the minute details of the original across the entire chassis  from the bumper grills to the intricate livery  quick glance inside the windows will reveal the meticulous detail that gone into the interior of the car as well  the whole thing is finished with an electrostatic paint coating  box contains tobar   ferrari fiorano
Die-Cast & Toy Vehicles > Toy Vehicles & Accessories > Scaled Models > Vehicles,oxford diecast volkswagen camper van in bamboo yellow   scale diecast model with clear presentation box and removable plastic plinth  part of the oxford diecast railway scale range  manufacturers description the vw dating from the came in variety of colour schemes and this oxford model  registered cgh  is painted in pale creamy yellow and comes with the joker high top roof with joker logo  black masking has been applied to the ventilation louvres  door handles with other details picked out in silver  the westphalia branding features across the back of the roof in black  whilst the other vw logos are masked in silver  please note that this item is not intended to be toy  this item is for collectors  minimum age recommended
Die-Cast & Toy Vehicles > Toy Vehicles & Accessories > Scaled Models > Vehicles,this bentley mulsanne is in shiny royal ebony black and is registered as wo  even the number plate has the added detail of the blue and white gb panel on the left hand side  the interior upholstery is finished in light tan with black dashboard and steering wheel  exterior detail extends to mass of silver mask spraying to door handles  exhaust  wheel trims  door mirror indicators  headlights and much more  the front radiator and grilles have been given special satin black spray wipe process to achieve the totally authentic look of the original
Die-Cast & Toy Vehicles > Toy Vehicles & Accessories > Scaled Models > Vehicles,"product description in the course of the first motorisation programme the german army required the development of cross country six wheeled trucks with capacity weight of tonnes  henschel supplied the first ""type b  vehicles in  already by the following year the ""type d  with more powerful diesel engine  hp had been introduced  this type is recognizable from its longer bonnet and extended wheelbase between first and second axles  in the early versions of the ""type d  the rear axles were driven by separate drive shafts  this model kit is for the later version which from onwards had only one drive shaft with drive through to the second rear axle and simplex wheel rims  the model has attractive filigree and finely detailed components  there are optional decals for german army vehicles  box contains revell   scale henschel   instruction booklet"
Die-Cast & Toy Vehicles > Toy Vehicles & Accessories > Scaled Models > Vehicles,in real life  this version of the land rover was launched in  immediately lending itself to variety of uses according to its long or short wheel base options  diesel or petrol fuel and two or four wheel drive feature  for our fifth release  we have chosen the long wheel base hard top version as used as mobile field service vehicle by the hoveringham gravel extraction company  registered ann and decorated in their characteristic orange and black colour scheme with red wheel centres and lower rear panel  further detail sees the well known hoveringham mammoth logo on the doors  note too the silver masking along the edges of the rear door with clever reproduction of the rivets  while the radiator benefits from further additional detail with the satin black masking behind the front grille
Die-Cast & Toy Vehicles > Toy Vehicles & Accessories > Scaled Models > Vehicles,product description the mercedes benz k is considered to be the technically most perfect representative of compressor driven cars of the  its   litre supercharged engine delivered hp and developed top speed of km  this made the one of the fastest cars of its time  the mercedes benz was not only distinguished by convincing technology and impeccable driving characteristics  the shape and design of its bodywork radiated the exclusivity and nobility that similar vehicles could only aspire to  making the car an absolute dream machine favoured not only by film stars but by royalty  box contains revell   scale mercedes benz k cabriolet instruction manual
